Position,Observed RNAP Flux at position,Predicted log(TX/Txref) at position,Predicted TX at position [au]
150,3.109967297,-4.20971143397101,41140.8788031061
151,1.941975393,-4.204433501031637,40787.1690136172
152,4.481133982,-4.205187491451548,40837.5121854534
153,1.227377201,-1.2562945512755914,852.626926910261
154,1.3477575019999999,-1.3403644830955823,865.716843081685
155,1.0,-1.4765241440846535,470.249365080504
156,1.098079343,-1.803057283429566,2261.97662317122
157,1.0,-1.6586681180167564,1786.0712377934
158,6.598358481,-1.7826995420919896,2187.88161854955
159,6.039476669,-1.6775178785145122,1842.00854465715
160,2.0838754280000003,-1.745000021096478,2057.01800131542
161,150.8275233,-1.0919758754121336,250.671207578552
162,1.06895148,-1.155311070684593,278.038204337585
163,1.536433815,-1.132314362877331,267.772011728003
164,1.26395002,-1.1774148245290434,306.323368076018
165,1.0613378070000001,-1.142731265213173,289.425811335262
166,1.1579904570000001,-1.16610496823039,300.707604046054
167,1.227377201,-1.142731265213173,289.425811335262
168,1.045870319,-1.1608270352910184,298.122262497229
169,1.119558518,-0.9360745160306754,194.23864394506
170,1.0551402109999999,-0.8742473015980363,175.552510573127
171,1.053343555,-0.823085296300816,192.43484548648
172,1.212639084,-0.8077911388491674,245.555174642086
173,1.036968361,-0.9088258551171385,289.690891100935
174,1.040233577,-0.9540078251658803,335.657573728441
175,1.098079343,-1.0294068671569034,379.72387626872
176,1.05007996,-0.9656946766744888,342.13698697006
177,1.037470788,-1.0294068671569034,379.72387626872
178,1.039825743,-1.1636461780306038,629.72760376939
179,1.034702645,-1.9658112082575212,1047.05501514122
180,1.048593453,-1.8549746165307175,873.412620613022
181,1.05007996,-1.9658112082575212,1047.05501514122
182,1.012086457,-1.860252549470089,880.98692894687
183,1.0,-1.9364055818810222,997.876129869313
184,1.001920834,-1.1526742676952513,276.841383721517
185,1.059122759,-1.2243033575867233,311.260415693729
186,1.0,-1.191127779110673,294.816952841517
187,1.063725257,-1.2393831659849277,319.034892549059
188,1.212639063,-0.8146443778543826,182.557623294635
189,1.188229768,-0.7948134041844979,192.70732984961
190,1.0,-0.8038612892234205,195.581065788279
191,1.0,-0.7948134041844979,192.70732984961
192,1.0,-0.772570686797146,185.820940894382
193,1.0,-0.7789796053663829,187.779521653836
194,1.0,-0.7416927417600283,141.327365975748
195,1.160570503,-0.6057341424347635,113.142792939681
196,1.1688416529999999,-0.4695769501505981,90.5495766254391
197,1.0,-1.0297353998484362,253.132624732147
198,1.0,-0.9581063099569643,225.141336844005
199,1.0,-1.044815208246641,259.455220324403
200,1.0875875529999999,-0.9581063099569643,225.141336844005
201,1.0,-1.0252114573289752,251.266063044195
202,1.0,-1.2056379499143761,301.899235478614
203,1.0,-1.364729928515435,391.649685709371
204,2.544476227,-1.2361745619207403,317.364578071497
205,1.314492695,-1.3443721871778587,628.462821636439
206,1.0,-1.374467325904327,576.829456466875
207,1.0,-1.4276236505079982,629.238526658077
208,1.0,-1.3688123977550002,571.517549748693
209,1.0,-1.4487353822654847,651.351342759828
210,1.054227008,-1.3808762444735638,490.201156679428
211,1.019797244,-0.9891912488281518,553.190046334924
212,1.0,-0.8900415086099563,279.613961774022
213,1.0104029829999999,-1.1366638763291488,269.684220263984
214,1.0,-1.001322595955262,216.119908427881
215,1.1688416529999999,-1.1253540200304952,436.025012532128
216,1.023490484,-1.0133864426738257,363.042770844198
217,1.314492695,-1.095194403234086,415.033183310147
218,1.287019699,-1.0069809180589504,349.853607790711
219,1.1537718209999999,-1.1053766678572357,410.957683853545
220,1.015488793,-0.9870001719313293,211.114765844407
221,1.347757539,-1.1204564762554403,273.253446649671
222,1.103386528,-1.003210965959399,225.559974451565
223,1.153071107,-0.9331931811644656,253.446945351033
224,1.354271486,-1.7538827611406491,740.275056796746
225,3.1099660239999998,-1.8711282714366901,896.802330423779
226,1.055703047,-1.7459658617315919,730.748804556016
227,1.212639063,-1.8560484630384857,874.948391796633
228,1.26395002,-1.762553650969617,750.851121127537
229,3.109967297,-1.5660294860891577,718.524128124911
230,1.334717079,-1.192702941956815,579.731669274151
231,1.0502135320000001,-1.2635919828132824,331.924024933218
232,1.440893774,-0.7952084721513665,202.759388070394
233,1.1399927440000002,-0.9422366040338617,257.896416884129
234,1.472475161,-0.6387156287912763,201.264271010532
235,1.119558514,-1.351043606316991,987.848491245524
236,1.012042,-1.8259182728334937,863.569818369119
237,1.0,-1.9469337352290859,1052.63944478346
238,1.0,-1.8455220237511596,891.714920733465
239,1.001908517,-1.9065952477638886,985.414416786457
240,1.00715797,-1.8858605112163571,918.679593470514
241,1.0,-1.284971614257444,343.739182436008
242,1.119558514,-1.274792743588656,338.062417905846
243,1.128971827,-1.2480260836818426,323.578030248233
244,1.017703713,-1.2747927435886557,338.062417905846
245,1.128971827,-1.1929847830283957,295.713985893781
246,1.212639077,-1.0604947954932702,313.399857762042
247,1.0925371259999999,-0.9378949146929316,222.198380906378
248,1.2443054740000001,-0.954642647367935,370.918609696503
249,1.0,-0.9181153732202871,347.659106448367
250,1.0,-0.8815468378546409,327.469950492313
251,1.0,-0.9464988314122924,338.634887577028
252,1.0,-0.9694955392195543,351.617913539133
253,1.3888524469999999,-1.7883931292077089,1438.71729599796
254,1.0,-1.7748213016493248,1407.12475287102
255,1.1688416529999999,-1.820814717263849,1517.0894565548
256,1.153071107,-1.7940480573570357,1452.08929493927
257,1.3477575019999999,-1.8683161137181936,1639.68795536047
258,1.02789351,-1.2778912152918045,775.869247896724
259,1.119558514,-1.344996362663815,865.898790905493
260,1.188229768,-1.3084278272981689,556.235168127472
261,1.212639077,-1.0595803490037485,356.186477584722
262,1.0163274690000001,-1.021880828008237,366.942905280165
263,1.287019691,-1.0135869333892245,361.997553281368
264,2.307512825,-1.0980338604191704,567.809605325732
265,1.314492695,-1.021503832798282,500.988444249878
266,1.0255697540000002,-1.0570958677346132,541.808210803446
267,1.128971827,-1.0416390641264535,528.279105798946
268,1.3477575019999999,-1.0073334056404528,501.297531275715
269,1.021253837,-0.9417760254409326,196.058914040617
270,1.0023228929999999,-0.4156812173833816,82.9073807316125
271,1.26395002,-0.49296523542418047,94.0814356046751
272,1.054832413,-0.8834816068458091,178.224773668548
273,1.212639063,-1.0082670213409526,218.589264698414
274,1.0,-0.8608618942485022,171.749956404953
275,1.440893774,-0.9999731267219399,215.643299967834
276,1.440893833,-0.9057243242331608,184.82965418972
277,1.013024072,-0.869742857101718,231.567182156666
278,1.019329693,-0.6925551084228134,173.294226011508
279,1.440893833,-0.8618259576926606,228.587252780895
280,1.0,-1.3205859019422481,364.362100171363
281,1.1688416529999999,-1.6421043818779268,616.557993449387
282,1.012244676,-1.5749992345059165,552.453002229103
283,1.153071107,-1.6307945255792733,605.254761104603
284,1.0292461659999999,-1.5934719997937172,569.403778039585
285,1.040499004,-1.55464149316834,534.35643689147
286,1.941975393,-0.715967195357108,180.132166330148
287,1.1688416529999999,-0.7978383606020303,177.157329754005
288,1.287019666,-0.8306369438681254,186.922985289852
289,1.153071107,-1.6555355852149636,630.255842209506
290,1.1399927440000002,-1.701905996039443,679.928623897199
291,1.128971827,-1.7045449625091287,682.870459055062
292,1.0,-1.7494073924937874,734.874776363451
293,2.307512825,-1.744883449974326,729.455920913848
294,1.0405659090000001,-0.40736563855256047,133.965431233575
295,1.440893774,-0.49067418401474194,138.331575921764
296,1.1688416529999999,-0.5601620714247788,133.965431233575
297,1.3477575019999999,-0.7084718997517825,141.088870707232
298,1.0,-0.7284115223324971,189.421487993473
299,1.1399927440000002,-0.8279382577606476,222.917192061821
300,1.0,-0.7597021247587716,199.370729298063
301,1.347757551,-0.8298232338104232,223.605689795455
302,1.508893441,-0.9357973921883053,261.633113506299
303,1.3477575019999999,-0.9787748461231884,280.690968208377
304,1.06910465,-0.918832607740325,254.471489683751
305,1.3477575019999999,-0.9403213347077666,263.57668813812
306,1.128971827,-0.947484243696914,266.683585155928
307,1.287019666,-0.8982857167376279,565.053416276259
308,1.104327373,-2.396910053696089,2119.66739483772
309,1.287019666,-2.315856083555739,1856.42926380281
310,1.044086021,-2.3995490201657748,2128.83852228544
311,1.287019666,-2.3264119494344824,1888.76710076557
312,1.0485934540000001,-2.41839878066353,2195.51083140989
313,1.244305456,-0.9945598886483527,570.55574939699
314,1.105730546,-1.1498819151498605,735.622971229869
315,1.079122931,-1.0096396970465573,584.806750310408
316,1.03247073,-2.0949769382241614,1293.42871406465
317,1.128971827,-1.9848943369172674,1080.25969924962
318,1.119558514,-2.062932345377976,1227.36753001263
319,1.212639063,-1.9373929404629227,999.489320339841
320,1.104327373,-2.04182061362049,1185.69946133953
321,1.007900774,-1.1239198367665808,266.31364450872
322,1.0261136240000002,-1.287158762677146,347.836872140503
323,1.03865038,-1.2098747446363471,306.524276608859
324,1.0,-0.6125648657292941,124.927830785128
325,1.212639077,-0.49946630274275944,95.0874019883344
326,1.287019699,-0.5759174275210377,107.756120451824
327,1.0135636670000001,-0.5024033615797902,95.545399105156
328,1.1399927440000002,-0.4722286894486684,101.85877233412
329,1.040903775,-0.34857426058339047,82.8048115811168
330,1.287019666,-0.26190687695435866,99.7581690803268
331,1.153071107,-1.204928636739009,301.54910382229
332,1.1399927440000002,-1.3470558308920877,380.487360122119
333,1.02675381,-1.2810816691499425,341.558589350982
334,1.188229779,-1.347809821311998,380.956991651233
335,1.440893774,-1.2935225110784614,348.581633907811
336,1.040167764,-1.0562470366436587,236.438887381288
337,1.0,-1.5681385483216255,603.380564696764
338,1.045421135,-1.6216718681352518,658.608073055225
339,1.0925371259999999,-1.5967901842782142,632.336818583164
340,1.188229768,-1.5866113136094262,621.893938032249
341,1.041952005,-1.5409948932048572,577.172450834954
342,1.440893774,-1.0786448361090952,302.21347435848
343,1.3477575019999999,-1.0288814683950198,278.584316785828
344,1.0,-1.0575331043516085,291.953587653334
345,1.287019666,-0.9435938508462749,196.642853748904
346,1.0,-1.0129609694780162,220.27433886686
347,1.188229768,-0.9149422148896862,187.638095160186
348,1.068526193,-1.6724177700224316,738.100475480702
349,1.0,-1.5792999531635181,633.803654078779
350,1.347757539,-1.6724177700224319,738.100475480702
351,1.111425136,-1.591363799882082,646.436948384559
352,1.1688416529999999,-1.6562069759943618,718.782710934512
353,1.128971827,-0.6436793687639494,129.300304029412
354,1.019917687,-0.8143900990595394,227.310240571835
355,1.1688416529999999,-0.8773076045199111,204.557500294979
356,1.005926888,-1.3359876256779841,514.506049239619
357,1.0,-1.3393805825675802,517.369950506145
358,1.0148337809999999,-1.3167608699702733,795.365530873916
359,1.027798773,-2.3622457939758297,2002.80451986813
360,1.1688416529999999,-2.2796838429956594,1749.75732421444
361,6.039476669,-2.3460349999477597,1950.3865802622
362,1.1399927440000002,-2.2796838429956594,1749.75732421444
363,1.0397451659999999,-2.3460349999477597,1950.3865802622
364,1.188229768,-1.3624774126475065,659.257359028351
365,1.153071107,-1.425435612710011,730.780837723271
366,1.6014454830000002,-0.927340569640078,358.748876333556
367,1.0220655790000002,-0.9115067708219633,204.531743016807
368,1.0213462229999999,-0.8772002067160476,193.368490767228
369,1.440893774,-0.6212382228837439,175.922429208397
370,1.070090752,-0.8585470215237294,171.100746784354
371,1.3477575019999999,-0.899262504198882,182.886012298255
372,1.212639063,-0.8227324765779933,161.363559046884
373,1.287019666,-0.8589240167336847,171.206308143202
374,1.5088934019999998,-0.7970968023010456,154.735930039734
375,1.3477575019999999,-1.1466502131166265,274.126414544603
376,1.0,-0.9950981387146701,213.930281213789
377,1.0,-1.153813122105774,277.357665934348
378,1.188229768,-1.014324894422381,220.766403675343
379,1.1688416529999999,-1.2039534850298044,357.315478975903
380,1.023223871,-1.0817313687257006,250.012929744554
381,1.03211499,-1.3392190971250448,380.985973376571
382,1.188229768,-1.114906947201751,263.957441019105
383,1.1688416529999999,-1.349020972583878,387.144662238046
384,1.314492695,-1.1695712526452429,284.600996658204
385,1.059429352,-0.752426184641975,171.571791208025
386,1.3477575019999999,-0.599366129400198,133.565973095728
387,1.128971827,-0.752426184641975,171.571791208025
388,1.347757539,-0.6863683352134354,142.76587716476
389,1.035442605,-0.7723232430832017,164.322062067399
390,1.153071107,-0.7482294613558675,142.846841390687
391,1.05059588,-0.8583120626627614,171.034989546028
392,1.153071107,-0.7455904948861818,142.231451085512
393,1.0436014359999999,-0.8281524458663522,162.800743371288
394,1.1399927440000002,-0.7538843895051943,144.1745155746
395,1.440893774,-0.7660564417053343,245.267108204524
396,1.3477575019999999,-0.7215710069306306,228.051090033194
397,1.287019666,-0.7170470644111692,330.090757685787
398,1.011159477,-1.0413951795351333,306.353350563763
399,1.347757539,-1.1134012646365603,344.65404002863
400,1.212639063,-1.0971904706084903,335.633661616288
401,1.025418498,-1.1088773221170989,342.112613267082
402,1.404785824,-1.056474987933338,295.882953183125
403,1.061746041,-0.45737900130397435,336.590701923086
404,1.287019666,-0.7513241943442348,143.571906491743
405,1.119558514,-0.7599950841732026,253.190847522817
406,1.324853211,-0.8940204802979482,435.693673815472
407,1.347757551,-1.2562729699544828,434.352142178889
408,1.160570503,-1.2023626549309014,397.684237480928
409,1.5088934019999998,-1.2815316490214756,452.676974961671
410,1.153071114,-1.2219664058485673,410.645393990225
411,1.212639063,-1.3109372753979747,358.655744995682
412,1.098079343,-0.9285393310401746,249.317059867779
413,1.054047985,-1.2246551552551144,371.802934017042
414,1.3888524469999999,-1.1639589264523407,336.657110570448
415,1.188229779,-1.2408659492831844,381.795385738071
416,1.083140418,-1.6004383931712498,575.93040544249
417,1.079122931,-1.624189091398422,598.749295323194
418,1.3477575019999999,-1.6166491871993198,591.408919043443
419,1.0,-1.6701825070129461,645.540660983382
420,1.0285419740000001,-1.6147642111495442,589.587929153673
421,1.13999275,-1.5902949344343935,566.45187818055
422,1.069104647,-1.5899179392244382,566.102618678192
423,1.1399927440000002,-1.552595413438882,532.570729795146
424,1.941975393,-0.8443762905545522,246.676498564535
425,1.03709343,-0.7555571240824861,237.861523459255
426,1.030303178,-0.7898636881884016,251.593379028429
427,1.153071107,-0.7008928186389942,217.512836337274
428,1.3477575019999999,-0.5819143204634446,135.489959240639
429,1.287019666,-0.4552439299185257,110.130362429689
430,1.244305456,-0.5415758329982472,126.837123411237
431,1.440893833,-1.416142043462162,426.01646739858
432,1.050676197,-1.53904248190753,520.892204234005
433,1.011261846,-1.3874904075055732,406.508128444951
434,1.00497263,-1.546205390896677,527.032195017581
435,1.128971827,-1.3690176422177727,394.40664893926
436,1.030209972,-1.1707074659234267,306.108504435256
437,1.105285503,-0.9848488274155547,225.85086592378
438,1.0,-1.1661835234039652,303.851306623083
439,1.098079343,-0.9497882728897289,198.645778825785
440,1.1780100359999999,-1.1812633318021701,290.097313101705
441,1.0,-0.7902189263778252,204.78940325924
442,1.011083914,-1.4568690978851286,455.368719099069
443,1.0,-1.3562113768271127,386.229375789664
444,1.0,-1.487405709891493,478.695817744368
445,1.0,-1.3166268797818257,388.568515328286
446,1.0,-1.4723259014932886,1026.37585678035
447,1.0,-1.278936525926606,847.232907293899
448,1.0,-1.40598391168148,1042.96735882652
449,1.033435403,-1.295147319954676,870.002856500952
450,1.0,-1.40598391168148,1042.96735882652
451,1.003608035,-1.2872304205456184,345.011788597703
452,1.0,-1.0691586838755522,273.799749015852
453,1.244305456,-1.000545555663721,215.845343161542
454,1.3477575019999999,-1.5276042405610388,511.235403245936
455,1.26395002,-1.4631380596587142,460.063021741581
456,1.3888524469999999,-1.4891507291456172,480.064375803092
457,1.0,-1.407342768585357,419.927630328551
458,1.287019666,-1.4989526046044501,487.824680199199
459,1.151498653,-0.7763234760614228,285.468107294327
460,1.153071107,-0.8732112450198877,334.50061048077
461,1.287019691,-1.2274847669208775,312.884682759402
462,1.244305456,-1.3647110233445394,391.637572618558
463,1.212639063,-1.2237148148213262,310.960860983225
464,1.076178017,-1.4213510152848041,880.144623406085
465,1.3888524469999999,-1.3206932942267882,746.510891602998
466,1.244305456,-1.4168270727653427,873.654570076749
467,1.083849992,-1.2905336774303788,710.571143426912
468,1.314492695,-1.4228589961246247,882.318670701947
469,1.941975482,-1.159275220662023,279.847238999267
470,1.188229768,-0.9930422886688783,292.173724107288
471,1.104327373,-0.8818287017321191,243.569699717402
472,1.0202378090000002,-0.9470488730543541,440.13219811339
473,1.1688416529999999,-1.0094197624909262,422.054802322004
474,1.098079343,-1.0252535613090412,433.130584684375
475,1.0,-1.0105507481207918,422.836450068778
476,1.011860228,-1.0041418295515547,418.426175038748
477,1.024184591,-0.9981099061922729,271.875182633982
478,1.2094443209999999,-0.5147172185650972,250.618084338849
479,1.098079343,-0.5086852952058153,138.92998781732
480,1.1072991490000001,-0.5245190940239302,118.747492786222
481,1.413249746,-0.49662144848725154,113.449610865899
482,1.0287088290000002,-1.0364891187519603,228.918447703475
483,1.043629103,-1.0560928696696263,236.379260954069
484,1.111425136,-1.0915304194054072,250.488593468082
485,1.257060819,-1.0760736157972475,244.233822100861
486,1.104327373,-2.234544014681228,1625.19587555363
487,1.098079343,-2.166307881679352,1453.52847828566
488,1.052174775,-2.254147765598894,1678.16357232418
489,1.1688416529999999,-2.215317258973517,1574.87101704103
490,1.257060819,-2.2466078613997915,1657.59009996095
491,1.1688416529999999,-1.8335482459369734,1345.75393327292
492,1.023267885,-0.8663328715041971,267.484096969062
493,1.008863329,-0.7924233371465395,289.992836050891
494,1.098079343,-1.5746976055522048,552.180453278096
495,1.440893774,-1.6519816235930036,626.601990061845
496,1.027218886,-1.5641417396734614,542.726497062483
497,1.0925371259999999,-1.6308698918355171,605.329393130487
498,1.212639063,-1.5403910414462891,522.04268788134
499,2.158360311,-1.0361250900979477,436.313172664798
500,1.38885247,-0.9863617223838725,402.199165240725
501,1.188229768,-1.0376381240086547,452.761782736307
502,1.536433815,-0.9350954269008631,193.927763512268
503,1.128971827,-0.49835996659260695,204.180777782139
504,1.244305456,-1.2625103498579877,333.493772764488
505,1.069104647,-1.4479325653749957,507.461928226738
506,1.212639063,-1.4780921821714048,533.128681060891
507,1.287019691,-1.4434086228555345,503.719980722641
508,1.2126390809999998,-1.4833701151107768,537.752018206098
509,1.0428344729999999,-1.432098766556881,494.485384724681
510,1.036632286,-1.2123043605911135,305.209843713341
511,1.153071107,-1.0391301510924178,326.055344721863
512,1.1399927440000002,-1.0681587822589615,341.913566856462
513,1.063725257,-1.0851235667069417,351.536084289337
514,1.0,-1.5842695079620739,560.895454930747
515,1.0,-1.6479816984444884,693.031724267328
516,1.0321901709999999,-1.5948253738408171,635.309339602231
517,1.1688416529999999,-1.6291319379467326,671.98604109767
518,1.079122931,-1.5940713834209068,634.526150677611
519,1.1688416529999999,-1.2744118295362683,665.797856485714
520,1.153071107,-1.061153720650144,385.680115837479
521,1.440893833,-1.0694476152691568,390.94900208951
522,1.0,-1.3209575421868724,416.552669530184
523,1.1688416529999999,-1.3910786512385238,467.187672605559
524,1.128971827,-1.683609906168392,659.87830045956
525,1.0,-1.7088685852353849,687.717830505962
526,1.128971827,-1.6952967576770006,672.616354156253
527,1.2443054740000001,-1.7088685852353849,687.717830505962
528,1.104327373,-1.7073606043955645,686.023282788256
529,1.0,-1.0201800204390765,415.096365951609
530,1.244305456,-1.0137711018698394,410.766821662051
531,1.188229768,-1.0133941066598844,410.513553518286
532,1.042681189,-1.034882833627326,425.202064901773
533,1.1688416529999999,-1.0179180491793458,413.563105304543
534,1.0,-0.6811919751997575,289.123720603878
535,1.045393353,-0.6642271907517772,281.209602633903
536,1.153071107,-0.9885665607292082,309.038302379363
537,1.018840248,-0.9459661020042801,288.233488219551
538,1.601445592,-1.4652193136960592,669.005736611661
539,1.128971827,-1.3864273148154398,588.095250148482
540,1.1688416529999999,-1.4177179172417143,618.98457329651
541,1.153071107,-1.3792644058262926,581.243867159144
542,1.244305456,-1.4282737831204577,629.76689751646
543,1.02789351,-1.0876874965644299,248.918706356602
544,1.153071107,-1.1612015625056777,280.730567417002
545,1.128971827,-0.8420216083204615,166.536910493151
546,1.006635665,-0.9144046886318438,197.253959313253
547,1.0,-1.3542604981923885,384.998636732171
548,1.016654972,-1.385174105408708,404.970593055984
549,1.2443054740000001,-1.3991229281770472,414.31838691674
550,1.347757539,-1.3455896083634207,379.575763628869
551,1.287019691,-1.3840431197788425,404.221971806514
552,1.104327373,-1.197460216964326,297.887093320545
553,1.119558514,-1.233651757120017,316.05741588844
554,1.3477575019999999,-0.664689941805496,173.60117507301
555,1.3477575019999999,-0.6247284495502536,162.614695251018
556,1.38885247,-0.9184427827298745,188.715768139218
557,1.601445592,-0.878481290474632,176.772750023809
558,1.440893833,-1.0575008254862466,237.915898701803
559,1.075475712,-1.023194261380331,224.930553971351
560,1.0374707890000001,-1.0171623380210493,222.721804436743
561,1.188229768,-1.0680566913649898,242.060244889983
562,1.128971827,-1.3794872926694413,534.80735688571
563,1.119558514,-1.359883541751775,517.927289663808
564,1.212639063,-1.4243497226541,575.535859806793
565,1.013128529,-1.3202990447064882,485.449190260571
566,1.030491327,-1.414547847195267,566.380247874341
567,1.06473309,-1.259561271215213,329.742437730147
568,1.119558514,-1.135528489604165,292.120844870943
569,1.0,-1.0793562033208528,266.472142875188
570,1.1688416529999999,-1.1249726237254216,287.119404380461
571,1.601445592,-1.0548515146737705,247.780669606034
572,1.26395002,-1.145330365062998,287.311604671262
573,1.227377201,-0.8721652665173756,261.117085976125
574,1.057563677,-0.8727470826153529,289.039686798078
575,1.440893833,-0.7973480406243298,255.497128427117
576,1.104327373,-2.170862534542344,1464.39977089253
577,1.0067869870000001,-2.0815146697829814,1738.88215238913
578,1.119558514,-2.1708625345423442,2012.57615857216
579,1.347757551,-2.119214190778493,1849.50656513613
580,1.188229779,-2.144472869845486,1927.53518580037
581,1.188229768,-1.876329483797347,1889.86543417522
582,1.73459041,-0.930833554242168,216.403660070524
583,1.168841662,-0.9248016308828861,214.278642037051
584,1.601445646,-0.9300795638222576,216.136884597145
585,1.104327373,-0.9248016308828861,214.278642037051
586,1.153071114,-1.0542381480204845,235.663096630376
587,1.2443054740000001,-1.0968386067454126,252.673357859933
588,1.212639063,-1.0565001192802153,236.53680356263
589,1.188229768,-1.6404710654599028,859.463793600478
590,1.0875875529999999,-1.6165663857146877,929.333624009961
591,1.1688416529999999,-1.679524585777192,1030.157942081
592,1.153071107,-1.571703955730029,863.568187199722
593,1.1399927440000002,-1.6866874947663393,1042.30087725759
594,5.656660273,-1.59093071143774,891.163429201484
595,1.0952277,-1.1346881874897765,663.312964626098
596,1.164602364,-0.8807004674474298,553.651275577555
597,1.073775323,-0.9150070315533454,187.657993370368
598,1.043436166,-0.8256591667939829,162.13803091874
599,1.035063031,-0.9387577297805175,195.093174853211
600,1.069104649,-0.8267901524238481,162.438311417473
601,1.0,-0.5731327955466505,184.854262559716
602,1.089994363,-0.461165218189981,153.913197071682
603,1.043436166,-0.5731327955466505,184.854262559716
604,1.034327762,-1.3475917380468514,380.821096451508
605,1.085306087,-1.4735081381718602,467.934782386751
606,1.061337808,-1.3638025320749214,391.055917300089
607,1.06250875,-1.4735081381718602,467.934782386751
608,1.067676435,-1.349853709306582,446.564854429604
609,1.057062092,-1.6001884624288825,575.694963300599
610,1.041247316,-1.552310070764583,532.322172819724
